qid,source,year,round,number,subject,question,option1,option2,option3,option4,option5,answer_no,answer_option,explanation
2022-R1-Q62,2022-R1,2022,1,62,유통마케팅,소매 마케팅전략 수립을 위해 필요한 소매믹스(retailing mix)로 옳지 않은 것은?,① 소매가격 책정,② 점포입지 선정,③ 유통정보 관리,④ 소매 커뮤니케이션,⑤ 취급상품 결정,1,① 소매가격 책정,2022-R1 A형 가답안 기준
2022-R1-Q63,2022-R1,2022,1,63,유통마케팅,아래 글상자의 사례를 통해 계산한 A상품의 연간 상품 회전율(rate of stock turnover)로 옳은 것은? - 가격: 1천원 - 평균 재고량: 약 200개 - 연간매출액: 1백만원,① 5회,② 10회,③ 13회,④ 15회,⑤ 20회,3,③ 13회,2022-R1 A형 가답안 기준
2022-R1-Q64,2022-R1,2022,1,64,유통마케팅,유통목표설정에 대한 설명으로 가장 옳지 않은 것은?,① 유통경로 상에서 소비자들이 기대하는 서비스 수준에 근거하여 유통목표를 설정한다.,② 유통목표는 포괄적인 유통관리를 위해 개념적으로 서술 되어야 한다.,③ 기업 전체의 장기목표를 반영하여 유통목표를 설정해야 한다.,④ 유통목표는 언제까지 달성하겠다는 시한을 구체적으로 명시해야 한다.,⑤ 유통목표는 목표달성도를 확인하기 위해 측정 가능해야 한다. 2급 B형 - 9,2,② 유통목표는 포괄적인 유통관리를 위해 개념적으로 서술 되어야 한다.,2022-R1 A형 가답안 기준
2022-R1-Q65,2022-R1,2022,1,65,유통마케팅,"면도기의 가격은 낮게 책정하고 면도날의 가격은 비싸게 책정한다든지, 프린터의 가격은 낮은 마진을 적용하고 프린터 카트리지나 다른 소모품의 가격은 매우 높은 마진을 적용하는 등의 가격결정 방식으로 가장 옳은 것은?",① 사양제품 가격책정(optional product pricing),② 제품라인 가격책정(product line pricing),③ 종속제품 가격책정(captive product pricing),④ 부산물 가격책정(by-product pricing),⑤ 이중부분 가격결정(two-part pricing),4,④ 부산물 가격책정(by-product pricing),2022-R1 A형 가답안 기준
2022-R1-Q66,2022-R1,2022,1,66,유통마케팅,레이아웃의 영역에 해당하지 않는 것은?,① 상품 및 집기의 배치와 공간의 결정,② 집기 내 상품 배치와 진열 양의 결정,③ 출입구와 연계된 주통로의 배치와 공간 결정,④ 상품품목을 구분한 보조통로의 배치와 공간 결정,⑤ 상품 계산대의 배치와 공간결정,3,③ 출입구와 연계된 주통로의 배치와 공간 결정,2022-R1 A형 가답안 기준
2022-R1-Q67,2022-R1,2022,1,67,유통마케팅,"아래 글상자에서 RFM기법에 대한 설명으로 옳은 것을 모두 나열한 것은? ㉠ 재무적인 가치측정 뿐만 아니라 관계 활동에 대한 질적 측면도 함께 고려한 고객가치 평가 모형이다. ㉡ 최근 구매시점, 구매빈도, 구매금액의 3가지 지표를 바탕으로 계량적으로 측정한다. ㉢ R.F.M.의 개별 요소에 대한 중요도가 산업에 따라 다를 수 있으므로 중요도에 따라 다른 가중치를 적용하여 측정한다. ㉣ 고객세그먼트에 따라 차별적 마케팅을 하거나 고객 평가를 통해 등급을 부여하여 관리할 수 있다. ㉤ 사용하기에는 편리하지만 개별고객별 수익기여도를 직접적으로 측정하지 못한다는 한계점을 갖는다.","① ㉠, ㉡, ㉤","② ㉠, ㉢, ㉣","③ ㉠, ㉡, ㉢, ㉣","④ ㉠, ㉡, ㉣, ㉤","⑤ ㉠, ㉡, ㉢, ㉣, ㉤",1,"① ㉠, ㉡, ㉤",2022-R1 A형 가답안 기준
2022-R1-Q68,2022-R1,2022,1,68,유통마케팅,마케팅통제(marketing control)에 대한 설명으로 가장 옳지 않은 것은?,① 마케팅목표를 달성하기 위해 마케팅전략과 계획을 마케팅 활동으로 전환시키는 과정이다.,"② 마케팅전략 및 계획의 실행결과를 평가하고, 마케팅 목표가 성취될 수 있도록 시정조치하는 것이다.",③ 마케팅계획의 실행과정에서 예상치 않은 일들이 발생 하기 때문에 지속적인 마케팅통제가 필요하다.,④ 운영통제(operating control)는 연간 마케팅계획에 대비한 실제성과를 지속적으로 확인하고 필요할 때마다 시정조치하는 것이다.,⑤ 전략통제(strategic control)는 기업의 기본전략들이 시장기회에 잘 부응하는지를 검토하는 것이다. 9 -,2,"② 마케팅전략 및 계획의 실행결과를 평가하고, 마케팅 목표가 성취될 수 있도록 시정조치하는 것이다.",2022-R1 A형 가답안 기준
2022-R1-Q69,2022-R1,2022,1,69,유통마케팅,"아래 글상자에서 설명하는 벤더를 일컫는 말로 가장 옳은 것은? 소매업자들이 특정 카테고리 내에서 특별히 선호하는 벤더를 일컫는다. 카테고리내의 다른 브랜드나 벤더를 대신하여 소매업체를 위한 카테고리 전문가의 역할을 하며 소매업체와 일종의 파트너 관계를 확보, 유지하는 브랜드 또는 벤더이다.",① 1차 벤더(primary vendor),② 리딩 벤더(leading vendor),③ 스마트 벤더(smart vendor),④ 카테고리 캡틴(category captain),⑤ 카테고리 플래너(category planner),3,③ 스마트 벤더(smart vendor),2022-R1 A형 가답안 기준
2022-R1-Q70,2022-R1,2022,1,70,유통마케팅,선발주자의 이점 또는 선점우위효과(first mover advantage)로 가장 옳지 않은 것은?,① 경험곡선효과,② 규모의 경제효과,③ 기술적 불확실성 제거효과,④ 시장선점에 따른 진입장벽 구축효과,⑤ 전환비용에 의한 진입장벽 구축효과 <제4과목> 유통정보,4,④ 시장선점에 따른 진입장벽 구축효과,2022-R1 A형 가답안 기준
2022-R1-Q71,2022-R1,2022,1,71,유통정보,공급사슬관리의 변화 방향에 대한 설명으로 가장 옳지 않은 것은?,① 재고 중시에서 정보 중시 방향으로 변화하고 있다.,② 공급자 중심에서 고객 중심으로 변화하고 있다.,③ 거래 중시에서 관계 중시 방향으로 변화하고 있다.,④ 기능 중시에서 프로세스 중시 방향으로 변화하고 있다.,⑤ 풀(pull) 관행에서 푸시(push) 관행으로 변화하고 있다.,3,③ 거래 중시에서 관계 중시 방향으로 변화하고 있다.,2022-R1 A형 가답안 기준
2022-R1-Q72,2022-R1,2022,1,72,유통정보,효과적인 공급사슬관리를 위해 활용할 수 있는 정보기술로 가장 옳지 않은 것은?,① EDI,② POS,③ PBES(Private Branch Exchange Systems),④ CDS(Cross Docking Systems),⑤ RFID(Radio-Frequency IDentification),2,② POS,2022-R1 A형 가답안 기준
2022-R1-Q73,2022-R1,2022,1,73,유통정보,산업혁명 발전과정을 설명한 것으로 가장 옳은 것은?,① 1차 산업혁명 시기에는 전자기기의 활용을 통한 업무 생산성 개선이 이루어졌다.,② 2차 산업혁명 시기에는 전력을 활용해 대량생산 체계를 구축하기 시작하였다.,③ 3차 산업혁명 시기에는 사물인터넷과 인공지능 기술이 업무처리에 활용되기 시작하였다.,④ 4차 산업혁명 시기에는 업무처리에 인터넷 활용이 이루 어지기 시작하였다.,⑤ 2차 산업혁명 초기에는 정보통신기술을 통한 데이터 수집과 이를 분석한 업무처리가 이루어지기 시작하였다. 2급 B형 - 10,5,⑤ 2차 산업혁명 초기에는 정보통신기술을 통한 데이터 수집과 이를 분석한 업무처리가 이루어지기 시작하였다. 2급 B형 - 10,2022-R1 A형 가답안 기준
2022-R1-Q74,2022-R1,2022,1,74,유통정보,"사물인터넷 통신기술을 활용해 마케팅을 하고자 할 때, 아래 글상자의 설명에 해당하는 기술로 가장 옳은 것은? - 선박, 기차 등에서 위치를 확인하는데 신호를 보내는 기술이다. - RFID, NFC 방식으로 작동하며 원거리 통신을 지원한다. - 모바일 결제 서비스와 연동하여 간편 결제 및 포인트 적립에 활용된다.",① 비콘(Beacon),② 와이파이(Wi-Fi),③ 지웨이브(Z-Wave),④ 지그비(ZigBee),⑤ 울트라와이드밴드(Ultra Wide Band),5,⑤ 울트라와이드밴드(Ultra Wide Band),2022-R1 A형 가답안 기준
2022-R1-Q75,2022-R1,2022,1,75,유통정보,"아래 글상자에서 제시하는 지식관리 시스템 구현 절차를 순서대로 바르게 나열한 것으로 가장 옳은 것은? ㉠ 지식관리시스템 구현에 대한 목표를 설정한다. 예를 들면, 지식관리 시스템을 통해 해결해야하는 문제를 명확하게 정의한다. ㉡ 지식기반을 창출한다. 예를 들면, 고객의 니즈를 만족 시킬 수 있도록 베스트 프랙티스(best practice) 등을 끊임없이 개발해서 지식관리 시스템에 저장한다. ㉢ 프로세스 관리팀을 구성한다. 예를 들면, 최상의 지식 관리시스템에서 지식 활용이 이루어질 수 있도록 프로 세스를 구축한다. ㉣ 지식 활용 증대를 위한 업무처리 프로세스를 구축한다. 예를 들면, 지식관리시스템에서 고객과 상호작용을 활성화 하기 위해 전자메일, 라이브채팅 등 다양한 커뮤니케이션 도구 활용이 가능하도록 구현한다.",① ㉠-㉡-㉢-㉣,② ㉣-㉢-㉡-㉠,③ ㉢-㉣-㉡-㉠,④ ㉠-㉡-㉣-㉢,⑤ ㉠-㉢-㉡-㉣,1,① ㉠-㉡-㉢-㉣,2022-R1 A형 가답안 기준
2022-R1-Q76,2022-R1,2022,1,76,유통정보,RFID 태그에 대한 설명으로 가장 옳지 않은 것은?,① RFID 태그는 QR 코드에 비해 근거리 접촉으로 정보를 확보할 수 있다.,② RFID 태그는 동시 복수 인증이 가능하다.,③ 배터리를 내재한 RFID 태그는 그렇지 않은 태그에 비해 성능이 우월하다.,④ RFID 태그 가격이 지속적으로 하락하고 있어 기업의 유통 및 물류 부분에서의 활용 가능성이 높아지고 있다.,"⑤ RFID 태그는 바코드와 비교할 때, 오염에 대한 내구 성이 강하다. 0 -",1,① RFID 태그는 QR 코드에 비해 근거리 접촉으로 정보를 확보할 수 있다.,2022-R1 A형 가답안 기준
2022-R1-Q77,2022-R1,2022,1,77,유통정보,"아래 글상자의 ㉠에 들어갈 용어로 가장 옳은 것은? - 데이터 기반으로 상품의 입고부터 고객주문 및 배송까지 제공하는 일괄처리 서비스인 (㉠)(이)가 유통산업의 최대 화두로 등장하였다. - (㉠) (이)란 물류를 필요로 하는 판매자들 대상으로 상품 보관 및 재고관리, 고객이 상품 주문시 선별, 포장, 배송, 반품 및 고객대응까지 일괄적으로 처리하는 서비스를 지칭한다. - 최근 국내 물류·유통 시장은 (㉠)의 각축전이 되고 있다. 국내시장에서도 쿠팡, CJ대한통운, 네이버, 신세계 등 탑플레이어들이 (㉠) 서비스 확대에 총력을 기울이고 있다. SSG 닷컴의 경우 주문부터 상품분류, 포장, 출고 등 유통 全주기를 빅데이터 등 신기술 기반으로 통합 관리하는 (㉠) 시스템으로 온라인 주문에 신속한 대응을 하고 있다고 한다.",① 풀필먼트,② 로지틱스,③ 데이터마이닝,④ 풀서포트,⑤ 풀브라우징,1,① 풀필먼트,2022-R1 A형 가답안 기준
2022-R1-Q78,2022-R1,2022,1,78,유통정보,"기업의 강점, 약점과 같은 내부 역량과 기회, 위협과 같은 외부 가능성 사이의 적합성을 평가하기 위해 사용되는 도구로 분석범위를 내부 뿐만 아니라 외부까지 확장시켜 보다 넓은 상황 분석을 할 경우 활용되는 전략적 분석 도구로 가장 옳은 것은?",① PEST,② ETRIP,③ STEEP,④ 4FACTOR,⑤ SWOT,4,④ 4FACTOR,2022-R1 A형 가답안 기준
2022-R1-Q79,2022-R1,2022,1,79,유통정보,A유통은 입고부터 판매까지 제품의 정보를 관리하고자 정보시스템을 구축하려고 결정하였다. A유통은 전문업체인 B사를 선정하여 사업기간 6개월로 계약을 체결하였다. B사는 A유통의 정보시스템 구축을 위해 일련의 활동 계획을 수립하였다. 사업 착수 후 분석단계에 포함되는 활동으로 가장 옳은 것은?,① 데이터베이스 설계,② 단위테스트 수행,③ 사용자매뉴얼 작성,④ 요구사항 정의,⑤ 인수테스트 수행,3,③ 사용자매뉴얼 작성,2022-R1 A형 가답안 기준
2022-R1-Q80,2022-R1,2022,1,80,유통정보,지역별 점포를 운영하고 있는 유통기업이 사용하는 판매 시점관리를 지원하는 POS시스템에서 획득한 데이터의 관리 및 활용에 대한 설명으로 가장 옳지 않은 것은?,① 고객이 제품을 구매한 정보를 관리한다.,"② 상품 판매동향을 분석하여 인기제품, 비인기제품을 파악 할 수 있다.",③ 타 점포와의 상품 판매동향 비교·분석에 활용할 수 있다.,"④ 개인의 구매실적, 구매성향 등에 관한 정보를 관리한다.","⑤ 기회손실(자점취급, 비취급)에 대한 분석은 어렵다. 2급 B형 - 11",5,"⑤ 기회손실(자점취급, 비취급)에 대한 분석은 어렵다. 2급 B형 - 11",2022-R1 A형 가답안 기준
2022-R1-Q81,2022-R1,2022,1,81,유통정보,데이터 마이그레이션(migration) 절차에 대한 설명으로 가장 옳지 않은 것은?,① 데이터 운반은 외부로부터 유입된 데이터를 기업 표준 으로 변환하는 작업이다.,② 데이터 정제는 데이터를 ERP시스템에서 사용할 수 있도록 수정하는 작업이다.,③ 데이터 수집은 새로운 데이터를 디지털 포맷으로 변환 하기 위해 모으는 작업이다.,④ 데이터 추출은 기존의 레거시 시스템과 데이터베이스 에서 데이터를 꺼내는 작업이다.,"⑤ 데이터 정제는 린 코드번호, 의미없는 데이터, 데이터 중복 및 데이터 오기(misspellings) 등 부정확한 데이 터를 올바르게 고치는 작업이다.",1,① 데이터 운반은 외부로부터 유입된 데이터를 기업 표준 으로 변환하는 작업이다.,2022-R1 A형 가답안 기준
2022-R1-Q82,2022-R1,2022,1,82,유통정보,공급자재고관리(VMI)의 목적으로 가장 옳지 않은 것은?,① 비즈니스 가치 증가,② 고객서비스 향상,③ 재고 정확성의 제고,④ 재고회전율 저하,⑤ 공급자와 구매자의 공급사슬 운영의 원활화,5,⑤ 공급자와 구매자의 공급사슬 운영의 원활화,2022-R1 A형 가답안 기준
2022-R1-Q83,2022-R1,2022,1,83,유통정보,아래 글상자의 ㉠에 들어갈 기술로 가장 옳은 것은? - 유통업체에서는 판매 시점 상품관리를 위한 데이터의 입력 및 작업 보고서에 대한 자동 입력을 위해서 (㉠) 기술을 활용하고 있다. - 유통업체에서 일단위 및 월단위 업무 마감 처리를 자동화 하기 위해서 (㉠) 기술을 활용하고 있다. - (㉠) 기술은 유통업체의 단순하고 반복적인 업무를 체계화해서 소프트웨어로 구현하여 일정한 규칙에 의해 자동화된 프로세스를 따라 업무를 수행하도록 되어 있다.,① IPA(Intelligent Process Automation),② ETL(Extraction Transformation Loading),③ RPA(Robotic Process Automation),④ ETT(Extraction Transformation Tracking),⑤ VRC(Virtual Reality Construction),4,④ ETT(Extraction Transformation Tracking),2022-R1 A형 가답안 기준
